frame,x,y
1111,435,131
1112,435,131
1113,435,131
1114,435,131
1115,435,131
1116,435,131
1117,435,131
1118,435,131
1119,435,131
1120,435,131
1121,435,131
1122,435,131
1123,435,131
1124,435,131
1125,435,131
1126,435,131
1127,435,131
1128,435,131
1129,435,131
1130,435,131
1131,435,131
1132,435,131
1133,435,131
1134,435,131
1135,435,131
1136,435,131
1137,435,131
1138,435,131
1139,435,131
1140,435,131
1141,435,131
1142,435,131
1143,435,131
1144,435,131
1145,435,131
1146,435,131
1147,435,131
1148,435,132
1149,437,147
1150,439,177
1151,440,206
1152,440,206
1153,440,206
1154,440,206
1155,464,360
1156,468,381
1157,470,394
1158,470,409
1159,470,422
1160,470,431
1161,471,436
1162,472,445
1163,474,451
1164,475,454
1165,476,457
1166,476,459
1167,477,461
1168,478,462
1169,479,464
1170,479,467
1171,479,469
1172,479,470
1173,479,470
1174,479,471
1175,479,482
1176,478,489
1177,478,496
1178,478,501
1179,478,504
1180,480,506
1181,481,507
1182,481,507
1183,481,507
1184,482,507
1185,482,507
1186,482,507
1187,482,508
1188,483,508
1189,483,508
1190,483,509
1191,484,510
1192,485,512
1193,485,514
1194,485,514
1195,485,514
1196,485,514
1197,485,514
1198,485,514
1199,485,514
