frame,x,y
2093,654,66
2094,654,66
2095,654,66
2096,654,66
2097,654,66
2098,654,66
2099,654,66
2100,654,66
2101,637,117
2102,617,216
2103,603,299
2104,596,346
2105,587,394
2106,577,430
2107,566,458
2108,566,458
2109,566,458
2110,566,458
2111,550,487
2112,550,487
2113,550,487
2114,550,487
2115,550,487
2116,550,487
2117,550,487
2118,550,487
2119,550,487
2120,550,487
2121,550,487
2122,550,487
2123,550,487
2124,550,487
2125,550,487
2126,550,487
2127,550,487
2128,550,487
2129,550,487
2130,550,487
2131,550,487
2132,550,487
2133,550,487
2134,550,487
2135,550,487
2136,550,487
2137,550,487
2138,550,487
2139,550,487
2140,550,487
2141,550,487
2142,550,487
2143,550,487
2144,550,487
2145,550,487
2146,550,487
2147,550,487
2148,550,487
2149,550,487
2150,550,487
2151,550,487
2152,550,487
2153,550,487
2154,550,487
2155,550,487
2156,550,487
2157,550,487
2158,550,487
2159,550,487
2160,549,487
2161,535,477
2162,517,459
2163,499,437
2164,461,384
2165,427,323
2166,427,323
2167,427,323
2168,427,323
2169,427,323
2170,314,163
2171,310,160
2172,308,159
2173,305,157
2174,303,156
2175,301,156
2176,300,155
2177,298,155
2178,297,155
2179,295,157
2180,293,164
2181,292,171
2182,292,191
2183,292,202
2184,292,202
2185,292,202
2186,292,202
2187,292,202
2188,297,217
2189,346,286
2190,366,302
2191,412,339
2192,422,347
2193,431,355
2194,441,366
2195,441,366
2196,441,366
2197,441,366
2198,441,366
2199,441,366
2200,456,393
2201,456,393
2202,456,393
2203,456,393
2204,456,393
2205,456,393
2206,456,393
2207,456,393
2208,456,393
2209,456,393
2210,456,393
2211,456,393
2212,456,393
2213,456,393
2214,456,393
2215,456,393
2216,456,393
2217,456,393
2218,506,604
2219,525,663
2220,539,705
2221,547,738
2222,556,771
2223,565,804
2224,574,826
2225,574,826
2226,574,826
2227,574,826
2228,574,826
2229,574,826
2230,574,826
2231,574,826
2232,574,826
2233,574,829
2234,573,845
2235,573,862
2236,573,876
2237,573,893
2238,570,926
2239,566,954
2240,555,992
2241,551,1005
2242,551,1005
2243,551,1005
2244,551,1005
2245,551,1005
2246,551,1005
2247,542,1027
2248,539,1034
2249,538,1039
2250,536,1041
2251,534,1043
2252,533,1043
2253,533,1045
2254,533,1045
2255,533,1045
2256,533,1045
2257,533,1045
2258,531,1052
2259,531,1053
2260,531,1054
2261,532,1054
2262,532,1054
2263,532,1055
2264,532,1055
2265,532,1055
2266,532,1055
2267,532,1055
2268,532,1055
2269,532,1055
2270,532,1055
2271,533,1055
2272,533,1055
2273,533,1055
2274,533,1055
2275,533,1055
2276,557,1064
2277,559,1065
2278,560,1065
2279,561,1065
2280,561,1066
2281,561,1066
2282,561,1066
2283,561,1066
2284,561,1066
2285,561,1066
2286,561,1066
2287,561,1066
2288,561,1066
2289,561,1066
2290,562,1067
2291,562,1067
2292,562,1067
2293,562,1067
2294,562,1066
2295,562,1056
2296,562,1037
2297,562,976
2298,562,921
2299,548,859
2300,529,789
2301,529,789
2302,529,789
2303,529,789
2304,529,789
2305,448,508
2306,448,508
2307,448,508
2308,448,508
2309,448,508
2310,448,508
2311,448,508
2312,448,508
2313,448,508
2314,448,508
2315,448,508
2316,374,411
2317,338,340
2318,306,278
2319,272,217
2320,261,199
2321,254,186
2322,254,186
2323,251,183
2324,251,183
2325,251,183
2326,251,183
2327,251,183
2328,251,183
2329,251,183
2330,251,183
2331,251,183
2332,251,183
2333,251,183
2334,251,183
2335,177,54
2336,175,49
2337,175,47
2338,175,47
2339,187,46
2340,220,48
2341,271,66
2342,314,78
2343,363,90
2344,387,96
2345,405,100
2346,415,104
2347,419,106
2348,421,107
2349,421,107
2350,421,107
2351,421,108
2352,421,106
2353,420,89
2354,418,78
2355,418,78
2356,416,71
2357,416,69
2358,416,69
2359,416,69
2360,416,69
2361,416,69
2362,416,69
2363,416,69
2364,415,67
2365,415,67
2366,415,67
2367,415,67
2368,415,67
2369,415,67
2370,415,67
2371,415,67
2372,415,67
2373,415,67
2374,415,98
2375,415,103
2376,415,103
2377,415,104
2378,415,104
2379,415,104
2380,415,104
2381,415,104
2382,415,104
2383,415,104
2384,415,104
2385,415,104
2386,415,104
2387,415,104
2388,415,104
2389,415,104
2390,415,104
2391,415,104
2392,415,104
2393,415,104
2394,415,104
2395,415,104
2396,415,104
2397,415,104
2398,415,104
2399,415,104
2400,415,104
2401,415,104
2402,415,103
2403,415,101
2404,415,99
2405,415,98
2406,415,98
2407,415,98
2408,415,98
2409,415,98
2410,415,98
2411,415,98
2412,415,98
2413,415,97
2414,415,94
2415,413,91
2416,413,88
2417,412,86
2418,412,85
2419,412,85
2420,412,85
2421,412,85
2422,412,85
2423,412,85
2424,407,75
2425,405,68
2426,404,68
2427,404,67
2428,404,66
2429,404,66
2430,404,66
2431,404,66
2432,404,66
2433,404,66
2434,404,66
2435,403,66
2436,403,66
2437,403,66
2438,403,66
2439,403,66
2440,403,66
2441,403,66
2442,403,66
2443,403,66
2444,403,66
2445,403,66
2446,403,66
2447,403,66
2448,403,66
2449,403,66
2450,403,66
2451,403,66
2452,403,66
2453,408,66
2454,412,66
2455,415,66
2456,416,66
2457,417,66
2458,417,66
2459,417,66
2460,417,66
2461,417,66
2462,417,66
2463,418,66
2464,418,66
2465,419,66
2466,419,65
2467,419,65
2468,419,65
2469,419,65
2470,419,65
2471,419,65
2472,419,65
2473,419,65
2474,419,65
2475,419,65
2476,419,65
2477,419,65
2478,420,64
2479,420,63
2480,421,62
2481,421,62
2482,421,62
2483,422,61
2484,422,61
2485,422,61
2486,422,61
2487,422,61
2488,422,61
2489,422,61
2490,422,61
2491,422,61
2492,422,62
2493,422,63
2494,422,65
2495,422,66
2496,422,67
2497,422,68
2498,422,71
2499,421,76
2500,420,82
2501,420,82
2502,419,89
2503,418,92
2504,418,92
2505,418,92
2506,418,93
2507,417,93
2508,417,93
2509,417,93
2510,417,93
2511,417,93
2512,417,93
2513,417,93
2514,417,93
2515,417,93
2516,417,93
2517,417,93
2518,417,93
2519,417,93
2520,417,93
2521,417,93
2522,417,93
2523,417,93
2524,417,92
2525,417,91
2526,417,91
2527,417,91
2528,417,91
2529,417,91
2530,417,91
2531,417,91
2532,417,91
2533,417,91
2534,417,91
2535,417,91
2536,417,91
2537,417,91
2538,417,91
2539,417,91
2540,417,91
2541,417,91
2542,417,91
2543,417,91
2544,417,91
2545,417,90
2546,417,90
2547,417,90
2548,417,90
2549,417,90
2550,417,90
2551,417,90
2552,417,90
2553,417,90
2554,417,90
2555,417,90
2556,417,89
2557,417,88
2558,417,86
2559,417,84
2560,417,83
2561,417,82
2562,417,82
2563,417,81
2564,417,81
2565,417,81
2566,417,80
2567,418,79
2568,418,78
2569,419,78
2570,419,78
2571,419,77
2572,419,77
2573,419,77
2574,419,76
2575,419,75
2576,419,75
2577,419,74
2578,419,73
2579,419,72
2580,419,72
2581,419,72
2582,419,71
2583,419,71
2584,419,70
2585,419,69
2586,419,68
2587,419,67
2588,419,67
2589,419,67
2590,419,67
2591,419,67
2592,419,67
2593,419,67
2594,419,67
2595,419,67
2596,419,67
2597,419,67
2598,419,67
2599,419,67
2600,419,67
2601,419,67
2602,419,67
2603,419,67
2604,419,67
2605,419,67
2606,419,67
2607,419,67
2608,419,67
2609,419,67
2610,419,67
2611,419,67
2612,419,67
2613,419,67
2614,419,67
2615,419,67
2616,419,67
2617,419,67
2618,419,67
2619,419,67
2620,419,67
2621,419,67
2622,419,67
2623,419,67
2624,419,67
2625,419,67
2626,419,67
2627,419,67
2628,419,67
2629,419,67
2630,419,67
2631,419,67
2632,419,67
2633,419,67
2634,419,67
2635,419,67
2636,419,67
2637,419,67
2638,419,67
2639,419,67
2640,419,68
2641,419,69
2642,418,70
2643,416,72
2644,414,75
2645,412,78
2646,411,79
2647,411,80
2648,411,80
2649,410,81
2650,410,81
2651,410,81
2652,410,81
2653,410,81
2654,410,81
2655,410,81
2656,410,81
2657,410,81
2658,410,81
2659,410,81
2660,410,81
2661,410,81
2662,410,81
2663,410,81
2664,410,81
2665,410,81
2666,410,81
2667,410,81
2668,410,81
2669,410,81
2670,410,81
2671,410,81
2672,410,81
2673,410,81
2674,410,81
2675,410,81
2676,410,81
2677,410,81
2678,410,81
2679,410,81
2680,410,81
2681,410,81
2682,410,81
2683,410,81
2684,410,81
2685,410,81
2686,410,81
2687,410,81
2688,410,81
2689,410,81
2690,410,81
2691,410,81
2692,410,81
2693,410,81
2694,410,81
2695,410,81
2696,410,81
2697,410,81
2698,410,81
2699,410,81
2700,410,81
2701,410,81
2702,410,81
2703,410,81
2704,410,81
2705,410,81
2706,410,81
2707,410,81
2708,410,81
2709,410,81
2710,410,81
2711,410,81
2712,410,81
2713,410,81
2714,410,81
2715,410,81
2716,410,81
2717,410,81
2718,410,81
2719,410,81
2720,410,81
2721,410,81
2722,410,81
2723,410,81
2724,410,81
2725,410,81
2726,410,81
2727,410,81
2728,410,81
2729,410,81
2730,410,81
2731,402,82
2732,362,98
2733,283,123
2734,283,123
2735,221,132
2736,188,135
2737,174,135
2738,163,135
2739,157,135
2740,154,135
2741,153,135
2742,153,134
2743,152,134
2744,150,133
2745,148,132
2746,146,131
2747,142,127
2748,139,124
2749,135,121
2750,132,119
2751,129,117
2752,125,115
2753,115,111
2754,109,108
2755,101,104
2756,92,100
2757,89,99
2758,89,98
2759,88,98
2760,88,98
2761,88,98
2762,88,98
2763,88,98
2764,88,98
2765,88,98
2766,87,98
2767,87,98
2768,87,98
2769,87,98
2770,87,98
2771,87,98
2772,87,98
2773,87,98
2774,87,98
2775,87,98
2776,87,98
2777,87,98
2778,87,98
2779,87,98
2780,87,98
2781,87,98
2782,87,98
2783,87,100
2784,93,106
2785,99,115
2786,117,141
2787,134,165
2788,174,218
2789,190,235
2790,197,243
2791,200,248
2792,202,250
2793,203,250
2794,203,251
2795,203,251
2796,203,251
2797,203,251
2798,203,251
2799,203,251
2800,203,251
2801,203,251
2802,203,251
2803,203,251
2804,203,251
2805,203,251
2806,203,251
2807,203,251
2808,203,251
2809,203,251
2810,203,251
2811,203,251
2812,203,251
2813,203,251
2814,203,251
2815,203,251
2816,203,251
2817,203,251
2818,203,251
2819,203,251
2820,203,251
2821,203,251
2822,203,251
2823,203,251
2824,203,251
2825,203,251
2826,203,251
2827,203,251
2828,203,251
2829,203,251
2830,203,251
2831,203,251
2832,203,251
2833,203,251
2834,203,251
2835,203,251
2836,203,251
2837,203,251
2838,203,251
2839,203,251
2840,203,251
2841,203,251
2842,203,251
2843,203,251
2844,203,251
2845,203,251
2846,203,251
2847,203,251
2848,203,251
2849,203,251
2850,203,251
2851,203,251
2852,203,251
2853,203,250
2854,237,217
2855,303,156
2856,442,23
2857,442,23
2858,442,23
2859,442,23
2860,442,23
2861,442,23
2862,442,23
2863,442,23
2864,442,23
2865,442,23
2866,442,23
2867,442,23
2868,442,23
2869,442,23
2870,442,23
2871,442,23
2872,442,23
2873,442,23
2874,442,23
2875,442,23
2876,442,23
2877,442,23
2878,442,23
2879,442,23
2880,442,23
2881,442,23
2882,442,23
2883,442,23
2884,442,23
2885,442,23
2886,442,23
2887,442,23
2888,442,23
2889,442,23
2890,442,23
2891,442,23
2892,442,23
2893,442,23
2894,442,23
2895,442,23
2896,442,23
2897,442,23
2898,442,23
2899,442,23
2900,442,23
2901,442,23
2902,442,23
2903,442,23
2904,442,23
2905,442,23
2906,442,23
2907,442,23
2908,442,23
2909,442,23
2910,442,23
2911,442,23
2912,442,23
2913,442,23
2914,442,23
2915,442,23
2916,442,23
2917,442,23
2918,442,23
2919,442,23
2920,442,23
2921,442,23
2922,442,23
2923,442,23
2924,442,23
2925,442,23
2926,442,23
2927,442,23
2928,442,23
2929,442,23
2930,442,23
2931,442,23
2932,442,23
2933,442,23
2934,442,23
2935,442,23
2936,442,23
2937,442,23
2938,442,23
2939,442,23
2940,442,23
2941,442,23
2942,442,23
2943,442,23
2944,442,23
2945,442,23
2946,442,23
2947,442,23
2948,442,23
2949,442,23
2950,442,23
2951,442,23
2952,442,23
2953,442,23
2954,442,23
2955,442,23
2956,442,23
2957,442,23
2958,442,23
2959,442,23
2960,442,23
2961,442,23
2962,442,23
2963,442,23
2964,442,23
2965,442,23
2966,442,23
2967,442,23
2968,442,23
2969,442,23
2970,442,23
2971,442,23
2972,442,23
2973,442,23
2974,442,23
2975,442,23
2976,442,23
2977,442,23
2978,442,23
2979,442,23
2980,442,23
2981,442,23
2982,442,23
2983,442,23
2984,442,23
2985,442,23
2986,442,23
2987,442,23
2988,442,23
2989,442,23
2990,442,23
2991,442,23
2992,442,23
2993,442,23
2994,442,23
2995,442,23
2996,442,23
2997,442,23
2998,442,23
2999,442,23
3000,442,23
3001,442,23
3002,442,23
3003,442,23
3004,442,23
3005,442,23
3006,442,23
3007,442,23
3008,442,23
3009,442,23
3010,442,23
3011,442,23
3012,442,23
3013,442,23
3014,442,23
3015,442,23
3016,442,23
3017,442,23
3018,442,23
3019,442,23
3020,442,23
3021,442,23
3022,442,23
3023,442,23
3024,442,23
3025,442,23
3026,442,23
3027,442,23
3028,442,23
3029,442,23
3030,442,23
3031,442,23
3032,442,23
3033,442,23
3034,442,23
3035,442,23
3036,442,23
3037,442,23
3038,442,23
3039,442,23
3040,442,23
3041,442,23
3042,442,23
3043,442,23
3044,442,23
3045,442,23
3046,442,23
3047,442,23
3048,442,23
3049,442,23
3050,442,23
3051,442,23
3052,442,23
3053,442,23
3054,442,23
3055,442,23
3056,442,23
3057,442,23
3058,442,23
3059,442,23
3060,442,23
3061,442,23
3062,442,23
3063,442,23
3064,442,23
3065,442,23
3066,442,23
3067,442,23
3068,442,23
3069,442,23
3070,442,23
3071,442,23
3072,442,23
3073,442,23
3074,442,23
3075,442,23
3076,442,23
3077,442,23
3078,442,23
3079,442,23
3080,442,23
3081,442,23
3082,442,23
3083,442,23
3084,442,23
3085,442,23
3086,442,23
3087,442,23
3088,442,23
3089,442,23
3090,442,23
3091,442,23
3092,442,23
3093,442,23
3094,442,23
3095,442,23
3096,442,23
3097,442,23
3098,442,23
3099,442,23
3100,442,23
3101,442,23
3102,442,23
3103,442,23
3104,442,23
3105,442,23
3106,442,23
3107,442,23
3108,442,23
3109,442,23
3110,442,23
3111,442,23
3112,442,23
3113,442,23
3114,442,23
3115,442,23
3116,442,23
3117,442,23
3118,442,23
3119,442,23
3120,442,23
3121,442,23
3122,442,23
3123,442,23
3124,442,23
3125,442,23
3126,442,23
3127,442,23
3128,442,23
3129,442,23
3130,442,23
3131,442,23
3132,442,23
3133,442,23
3134,442,23
3135,442,23
3136,442,23
3137,442,23
3138,442,23
3139,442,23
3140,442,23
3141,442,23
3142,442,23
3143,442,23
3144,442,23
3145,442,23
3146,442,23
3147,442,23
3148,442,23
3149,442,23
3150,442,23
3151,442,23
3152,442,23
3153,442,23
3154,442,23
3155,442,23
3156,442,23
3157,442,23
3158,442,23
3159,442,23
3160,442,23
3161,442,23
3162,442,23
3163,442,23
3164,442,23
3165,442,23
3166,442,23
3167,442,23
3168,442,23
3169,442,23
3170,442,23
3171,442,23
3172,442,23
3173,442,23
3174,442,23
3175,442,23
3176,442,23
3177,442,23
3178,442,23
3179,442,23
